student_id,exam_type,exam_date,Diagnosis: Cardiovascular,Diagnosis: Endocrine,Diagnosis: GI,Diagnosis: Neuro,Diagnosis: Renal,Foundation: Cardiovascular,Foundation: Endocrine,Foundation: GI,Foundation: Neuro,Foundation: Renal,Management: Endocrine,Management: GI,Management: Neuro,Management: Renal,Prevention: Cardiovascular,Prevention: Endocrine,Prevention: GI,Prevention: Neuro,Prevention: Renal,Management: Cardiovascular
S0048,ObGyn,2023-03-20,100,50,100,100,0,66.7,20,50,100,57.1,66.7,75,100,0,100,100,75,50,66.7,50
S0048,Surgery,2023-01-10,66.7,100,0,33.3,NA,100,60,66.7,33.3,100,0,100,0,71.4,100,100,100,71.4,75,83.3
S0049,CAS Proctored,2022-11-15,50,66.7,66.7,50,80,50,100,100,50,100,100,85.7,25,66.7,66.7,100,100,100,66.7,NA
S0049,CAS Proctored,2023-03-15,50,100,100,100,100,40,100,75,NA,100,0,100,100,NA,100,66.7,75,0,66.7,60
S0049,CBSE,2021-10-15,66.7,25,100,100,100,50,50,75,100,50,100,40,75,0,NA,NA,100,100,66.7,50
S0049,CBSE,2022-02-10,50,50,33.3,42.9,75,0,66.7,50,83.3,100,100,100,25,50,66.7,NA,50,0,100,50
S0049,CBSSA,2022-04-20,66.7,80,75,0,80,100,50,NA,33.3,33.3,50,NA,0,75,66.7,0,100,33.3,0,50
S0049,CBSSA,2022-05-25,33.3,100,66.7,0,0,100,50,85.7,100,0,25,100,80,100,83.3,100,NA,100,75,50
S0049,CCSE,2023-01-20,100,80,0,100,100,100,50,100,75,50,100,100,100,66.7,40,66.7,75,50,0,100
S0049,CCSE,2023-05-01,80,60,66.7,33.3,66.7,NA,100,66.7,80,50,75,100,66.7,33.3,0,33.3,66.7,100,100,0
S0049,CCSSA,2023-06-01,75,40,100,66.7,100,100,66.7,100,66.7,71.4,66.7,50,75,100,50,100,100,66.7,100,66.7
S0049,CCSSA,2023-06-25,NA,100,66.7,100,80,60,50,75,75,75,75,100,100,100,66.7,100,75,75,50,66.7
S0049,Family Medicine,2022-08-15,NA,60,33.3,100,50,71.4,25,100,57.1,0,75,NA,100,100,100,50,60,66.7,75,33.3
S0049,Internal Medicine,2022-10-10,75,100,100,100,66.7,66.7,100,100,60,50,100,0,50,100,75,50,0,50,50,100
S0049,ObGyn,2023-03-20,50,66.7,66.7,100,75,0,100,33.3,50,0,100,100,100,50,66.7,50,100,66.7,66.7,0
S0049,Surgery,2023-01-10,50,33.3,25,66.7,0,80,75,50,75,33.3,100,40,100,100,50,100,100,100,100,100
S0050,CAS Proctored,2022-11-15,50,NA,NA,80,100,100,50,0,50,100,80,33.3,100,66.7,71.4,50,100,50,40,0
S0050,CAS Proctored,2023-03-15,50,50,0,100,100,80,NA,83.3,100,20,0,100,NA,50,50,NA,75,75,60,40
S0050,CBSE,2021-10-15,NA,80,100,NA,66.7,100,100,NA,100,66.7,100,60,100,100,50,60,100,50,0,60
S0050,CBSE,2022-02-10,33.3,50,66.7,0,60,50,25,50,33.3,66.7,66.7,100,100,60,100,100,NA,66.7,100,50
S0050,CBSSA,2022-04-20,0,75,66.7,100,40,50,100,50,50,66.7,66.7,0,75,0,66.7,25,75,66.7,100,100
S0050,CBSSA,2022-05-25,50,50,100,0,80,100,75,0,100,83.3,60,80,0,100,0,50,66.7,NA,75,25
S0050,CCSE,2023-01-20,100,0,100,50,50,50,33.3,100,33.3,100,80,100,0,100,NA,50,0,50,57.1,83.3
S0050,CCSE,2023-05-01,83.3,66.7,0,100,42.9,50,80,0,50,25,0,100,66.7,75,NA,50,100,100,100,33.3
S0050,CCSSA,2023-06-01,100,66.7,25,50,0,75,50,33.3,100,100,100,100,75,100,66.7,50,87.5,0,40,100
S0050,CCSSA,2023-06-25,66.7,66.7,66.7,33.3,NA,0,60,100,100,NA,75,100,75,100,80,100,40,50,0,33.3
S0050,Family Medicine,2022-08-15,50,66.7,0,100,50,66.7,50,100,50,0,25,NA,100,33.3,100,66.7,100,75,100,100
S0050,Internal Medicine,2022-10-10,80,50,28.6,0,100,50,60,100,25,75,75,25,100,100,66.7,33.3,50,100,NA,25
S0050,ObGyn,2023-03-20,50,100,100,66.7,66.7,100,33.3,NA,100,100,50,75,60,100,50,25,100,80,100,33.3
S0050,Surgery,2023-01-10,33.3,0,100,100,85.7,66.7,71.4,100,100,100,75,100,100,100,50,100,100,66.7,40,0
S0051,CAS Proctored,2023-11-15,100,40,33.3,75,100,33.3,50,25,25,NA,50,100,100,66.7,80,66.7,25,60,0,100
S0051,CAS Proctored,2024-03-15,66.7,40,NA,66.7,57.1,66.7,100,75,100,60,75,50,0,0,100,50,100,50,100,50
S0051,CBSE,2022-10-15,75,100,0,75,100,33.3,33.3,60,100,75,75,66.7,40,100,50,66.7,100,0,75,100
S0051,CBSE,2023-02-10,100,100,33.3,100,66.7,50,50,100,66.7,66.7,100,100,57.1,100,25,60,NA,100,60,66.7
S0051,CBSSA,2023-04-20,100,50,100,50,100,57.1,NA,66.7,100,0,66.7,100,50,33.3,100,50,0,33.3,57.1,33.3
S0051,CBSSA,2023-05-25,0,100,80,25,66.7,80,100,100,75,33.3,33.3,66.7,NA,NA,25,60,100,100,66.7,100
S0051,CCSE,2024-01-20,50,60,66.7,66.7,66.7,75,50,100,50,50,66.7,100,66.7,100,NA,100,100,100,NA,50
S0051,CCSE,2024-05-01,75,80,100,75,100,0,100,100,80,50,75,100,50,66.7,0,50,100,NA,100,33.3
S0051,CCSSA,2024-06-01,100,60,50,50,NA,66.7,100,66.7,33.3,0,0,85.7,100,60,50,50,50,100,50,50
S0051,CCSSA,2024-06-25,50,33.3,66.7,50,50,50,100,100,50,100,50,50,66.7,25,66.7,75,100,100,50,66.7
S0051,Family Medicine,2023-08-15,75,100,66.7,100,0,50,28.6,50,66.7,25,83.3,66.7,100,66.7,50,NA,NA,33.3,100,40
S0051,Internal Medicine,2023-10-10,NA,100,0,100,100,0,100,0,0,NA,75,100,87.5,75,33.3,100,75,60,57.1,100
S0051,ObGyn,2024-03-20,0,75,25,66.7,0,100,75,50,33.3,50,33.3,NA,57.1,66.7,33.3,66.7,100,100,100,50
S0051,Surgery,2024-01-10,50,100,100,50,100,0,50,100,100,100,50,100,25,100,50,50,50,33.3,75,75
S0052,CAS Proctored,2023-11-15,33.3,100,66.7,0,57.1,0,100,66.7,0,50,75,100,50,0,50,66.7,100,NA,75,75
S0052,CAS Proctored,2024-03-15,100,80,100,75,50,50,75,75,66.7,100,33.3,0,100,50,100,100,42.9,66.7,42.9,100
S0052,CBSE,2022-10-15,100,50,100,60,0,NA,42.9,50,100,0,40,80,75,100,50,83.3,100,50,71.4,100
S0052,CBSE,2023-02-10,100,50,100,0,33.3,0,NA,83.3,75,NA,66.7,100,66.7,66.7,50,33.3,75,100,20,0
S0052,CBSSA,2023-04-20,100,100,100,100,75,100,75,75,100,0,100,50,33.3,75,66.7,66.7,75,0,100,100
S0052,CBSSA,2023-05-25,75,60,0,66.7,100,100,60,0,100,100,80,75,100,100,66.7,33.3,0,66.7,66.7,75
S0052,CCSE,2024-01-20,50,100,100,100,NA,25,100,100,25,50,66.7,100,75,50,100,100,100,87.5,50,33.3
S0052,CCSE,2024-05-01,66.7,100,0,0,100,100,80,66.7,83.3,71.4,0,100,0,33.3,66.7,66.7,100,0,66.7,0
S0052,CCSSA,2024-06-01,50,80,66.7,20,NA,100,66.7,0,40,0,60,0,75,60,100,100,33.3,100,80,100
S0052,CCSSA,2024-06-25,33.3,60,100,NA,80,100,57.1,50,100,25,66.7,100,66.7,50,100,83.3,100,100,100,100
S0052,Family Medicine,2023-08-15,100,66.7,66.7,75,100,33.3,75,25,75,100,50,0,80,100,100,33.3,50,50,25,100
S0052,Internal Medicine,2023-10-10,100,100,50,80,100,100,0,100,100,66.7,100,100,75,100,66.7,60,75,50,50,75
S0052,ObGyn,2024-03-20,50,100,33.3,100,33.3,33.3,100,75,100,33.3,50,20,50,33.3,50,60,33.3,0,66.7,33.3
S0052,Surgery,2024-01-10,71.4,50,NA,100,66.7,100,100,100,66.7,71.4,100,100,100,75,100,60,60,33.3,66.7,50
S0053,CAS Proctored,2023-11-15,0,100,83.3,0,50,75,100,83.3,66.7,100,50,66.7,33.3,66.7,60,100,66.7,50,NA,33.3
S0053,CAS Proctored,2024-03-15,25,NA,50,66.7,50,75,100,100,100,20,100,50,25,100,100,100,75,66.7,100,66.7
S0053,CBSE,2022-10-15,33.3,100,80,25,NA,50,75,100,66.7,100,100,100,66.7,25,60,50,66.7,100,50,50
S0053,CBSE,2023-02-10,33.3,0,100,50,66.7,50,50,50,66.7,0,NA,75,66.7,100,60,100,100,66.7,0,80
S0053,CBSSA,2023-04-20,80,50,60,100,100,100,50,NA,25,0,50,80,0,33.3,33.3,100,33.3,75,33.3,60
S0053,CBSSA,2023-05-25,100,75,60,66.7,100,0,75,0,50,100,60,33.3,66.7,0,75,100,100,50,88.9,50
S0053,CCSE,2024-01-20,50,100,66.7,100,60,50,100,100,66.7,66.7,50,50,50,100,100,80,50,50,80,50
S0053,CCSE,2024-05-01,66.7,25,75,100,75,66.7,NA,66.7,66.7,66.7,0,NA,66.7,100,60,0,16.7,100,33.3,100
S0053,CCSSA,2024-06-01,0,100,25,80,100,66.7,100,50,80,66.7,50,66.7,100,66.7,50,20,50,100,0,33.3
S0053,CCSSA,2024-06-25,85.7,100,33.3,100,50,100,66.7,100,100,50,66.7,100,66.7,33.3,50,66.7,NA,50,0,100
S0053,Family Medicine,2023-08-15,50,33.3,0,33.3,50,0,50,33.3,50,0,33.3,50,50,50,66.7,66.7,100,100,80,60
S0053,Internal Medicine,2023-10-10,50,NA,66.7,66.7,50,80,100,100,100,0,33.3,33.3,66.7,100,50,66.7,25,40,NA,40
S0053,ObGyn,2024-03-20,100,50,75,33.3,0,33.3,100,50,66.7,33.3,50,66.7,100,25,100,100,50,100,0,0
S0053,Surgery,2024-01-10,50,33.3,100,50,100,60,100,100,NA,0,71.4,0,33.3,75,100,71.4,0,100,25,50
S0054,CAS Proctored,2023-11-15,100,66.7,66.7,100,100,33.3,50,100,16.7,0,100,80,50,75,100,0,50,50,75,60
S0054,CAS Proctored,2024-03-15,50,60,66.7,75,80,100,100,0,33.3,100,33.3,75,100,100,75,50,100,66.7,33.3,100
S0054,CBSE,2022-10-15,50,0,66.7,50,0,50,42.9,100,33.3,80,75,100,50,50,100,100,100,100,66.7,25
S0054,CBSE,2023-02-10,100,100,50,66.7,60,100,NA,100,57.1,100,0,50,100,100,100,33.3,75,75,50,80
S0054,CBSSA,2023-04-20,62.5,50,66.7,75,100,33.3,0,50,100,100,80,NA,66.7,66.7,NA,50,66.7,60,100,66.7
S0054,CBSSA,2023-05-25,0,80,66.7,25,100,100,100,75,100,100,20,66.7,0,100,100,50,50,66.7,66.7,100
S0054,CCSE,2024-01-20,100,75,100,0,100,NA,33.3,100,50,60,100,100,100,0,57.1,50,100,60,100,20
S0054,CCSE,2024-05-01,80,50,50,100,100,66.7,100,100,100,40,100,50,66.7,0,100,100,100,100,100,100
S0054,CCSSA,2024-06-01,66.7,0,100,75,66.7,100,50,80,75,75,66.7,100,66.7,NA,100,NA,50,50,100,100
S0054,CCSSA,2024-06-25,50,50,60,100,100,66.7,100,50,100,100,80,100,80,80,100,100,100,100,0,50
S0054,Family Medicine,2023-08-15,66.7,50,66.7,100,66.7,40,75,33.3,100,100,0,100,50,71.4,100,0,100,50,100,50
S0054,Internal Medicine,2023-10-10,33.3,25,100,50,66.7,100,100,50,100,NA,40,50,62.5,50,0,75,66.7,50,NA,50
S0054,ObGyn,2024-03-20,60,66.7,50,100,0,33.3,100,100,50,14.3,50,100,100,66.7,100,100,0,100,60,100
S0054,Surgery,2024-01-10,50,50,66.7,0,60,66.7,50,100,100,100,100,60,80,75,100,100,100,100,33.3,25
S0055,CAS Proctored,2023-11-15,85.7,50,0,100,0,100,0,0,100,100,0,80,66.7,75,60,100,NA,100,100,20
S0055,CAS Proctored,2024-03-15,NA,57.1,75,75,0,33.3,100,100,33.3,0,0,100,0,0,100,25,66.7,80,33.3,33.3
S0055,CBSE,2022-10-15,66.7,100,33.3,75,66.7,100,66.7,100,60,66.7,50,66.7,50,33.3,100,66.7,66.7,100,100,50
S0055,CBSE,2023-02-10,75,NA,0,33.3,100,50,100,66.7,80,60,50,0,60,60,33.3,25,NA,100,33.3,50
S0055,CBSSA,2023-04-20,66.7,50,75,66.7,0,100,100,100,33.3,100,100,100,NA,100,100,83.3,50,100,33.3,100
S0055,CBSSA,2023-05-25,100,100,33.3,0,66.7,66.7,0,100,66.7,100,80,100,100,100,0,75,66.7,0,60,33.3
S0055,CCSE,2024-01-20,33.3,25,66.7,60,50,100,100,60,100,66.7,50,50,100,100,66.7,75,75,50,100,100
S0055,CCSE,2024-05-01,NA,100,20,50,33.3,66.7,100,100,100,66.7,100,100,60,80,83.3,NA,50,40,100,100
S0055,CCSSA,2024-06-01,0,100,60,100,33.3,100,66.7,100,100,100,100,0,100,71.4,75,100,33.3,100,100,50
S0055,CCSSA,2024-06-25,50,66.7,100,80,25,66.7,66.7,0,33.3,33.3,0,50,75,100,25,0,100,100,60,100
S0055,Family Medicine,2023-08-15,66.7,50,100,50,100,50,80,0,33.3,0,100,71.4,NA,66.7,100,100,33.3,100,100,50
S0055,Internal Medicine,2023-10-10,0,66.7,25,33.3,20,100,50,60,NA,100,0,33.3,66.7,50,50,100,100,80,100,100
S0055,ObGyn,2024-03-20,NA,33.3,100,100,85.7,0,100,33.3,80,83.3,0,66.7,25,100,75,50,100,75,40,50
S0055,Surgery,2024-01-10,100,100,100,33.3,100,33.3,71.4,100,57.1,66.7,0,80,NA,50,50,0,66.7,50,NA,60
S0056,CAS Proctored,2023-11-15,100,25,66.7,100,0,100,40,NA,50,60,50,50,100,57.1,60,NA,60,50,50,100
S0056,CAS Proctored,2024-03-15,50,66.7,20,80,100,50,50,50,50,NA,0,50,0,NA,0,100,100,100,75,100
S0056,CBSE,2022-10-15,66.7,100,66.7,50,66.7,100,100,66.7,66.7,25,100,33.3,100,100,50,66.7,50,NA,57.1,75
S0056,CBSE,2023-02-10,50,60,0,100,100,66.7,33.3,100,100,75,NA,100,100,50,NA,100,75,100,100,100
S0056,CBSSA,2023-04-20,100,0,0,71.4,100,100,60,66.7,50,25,100,50,100,0,50,50,75,25,80,0
S0056,CBSSA,2023-05-25,0,100,66.7,80,60,50,100,100,0,50,0,100,100,50,80,66.7,80,50,25,50
S0056,CCSE,2024-01-20,0,66.7,100,80,100,50,100,NA,50,50,33.3,100,62.5,66.7,25,100,75,100,75,0
S0056,CCSE,2024-05-01,100,75,25,25,100,60,0,80,0,100,60,75,66.7,33.3,33.3,60,100,0,0,0
S0056,CCSSA,2024-06-01,NA,75,100,66.7,40,50,75,83.3,100,50,100,100,66.7,33.3,0,100,100,66.7,66.7,50
S0056,CCSSA,2024-06-25,50,0,0,83.3,50,0,50,100,100,40,80,33.3,100,100,50,71.4,100,100,66.7,NA
S0056,Family Medicine,2023-08-15,100,100,50,75,50,100,40,100,20,100,50,60,100,NA,33.3,100,66.7,0,33.3,NA
S0056,Internal Medicine,2023-10-10,75,50,0,100,25,100,100,100,60,50,NA,100,75,50,100,100,50,50,75,50
S0056,ObGyn,2024-03-20,60,66.7,50,80,100,50,25,66.7,66.7,75,50,100,0,100,66.7,50,100,100,100,66.7
S0056,Surgery,2024-01-10,50,50,50,100,66.7,NA,100,50,100,75,50,57.1,87.5,100,NA,60,0,100,75,100
S0057,CAS Proctored,2023-11-15,66.7,100,66.7,50,33.3,0,66.7,75,33.3,100,75,NA,60,83.3,80,75,100,33.3,100,33.3
S0057,CAS Proctored,2024-03-15,33.3,0,0,100,50,80,50,100,50,100,75,100,66.7,60,100,100,50,80,75,0
S0057,CBSE,2022-10-15,50,50,100,100,33.3,50,75,0,50,100,83.3,100,66.7,60,33.3,66.7,100,100,75,100
S0057,CBSE,2023-02-10,100,100,100,100,75,100,75,57.1,100,NA,66.7,100,50,66.7,100,0,50,100,33.3,33.3
S0057,CBSSA,2023-04-20,100,60,66.7,100,66.7,100,57.1,100,66.7,66.7,40,100,100,50,100,100,66.7,25,50,40
S0057,CBSSA,2023-05-25,50,66.7,66.7,66.7,100,33.3,50,100,50,66.7,60,75,50,28.6,100,66.7,50,NA,33.3,100
S0057,CCSE,2024-01-20,100,50,75,75,100,100,100,0,100,100,50,0,100,80,0,100,75,100,66.7,66.7
S0057,CCSE,2024-05-01,50,66.7,100,0,60,40,50,60,100,100,50,100,100,100,33.3,0,100,50,75,0
S0057,CCSSA,2024-06-01,80,75,100,50,75,66.7,100,0,80,0,66.7,100,25,50,100,100,66.7,100,50,75
S0057,CCSSA,2024-06-25,100,75,50,66.7,100,100,100,66.7,0,0,50,50,100,100,66.7,100,40,50,100,75
S0057,Family Medicine,2023-08-15,75,100,100,50,100,50,80,75,100,NA,100,50,40,66.7,60,75,100,75,100,50
S0057,Internal Medicine,2023-10-10,33.3,0,50,25,50,0,50,75,100,66.7,14.3,50,60,100,0,100,66.7,100,100,42.9
S0057,ObGyn,2024-03-20,80,75,100,80,100,50,33.3,66.7,100,0,100,85.7,33.3,50,100,0,50,100,33.3,NA
S0057,Surgery,2024-01-10,66.7,100,100,0,60,66.7,80,33.3,100,100,75,100,100,33.3,100,66.7,33.3,66.7,75,75
S0058,CAS Proctored,2023-11-15,100,50,50,100,50,50,100,33.3,100,100,80,60,50,33.3,75,0,57.1,100,83.3,50
S0058,CAS Proctored,2024-03-15,75,75,100,25,NA,50,50,75,75,50,60,66.7,33.3,75,100,100,0,100,25,25
S0058,CBSE,2022-10-15,50,100,60,66.7,0,NA,0,66.7,0,71.4,50,100,100,50,0,50,50,66.7,66.7,33.3
S0058,CBSE,2023-02-10,100,50,75,100,NA,100,100,66.7,20,33.3,66.7,0,33.3,50,50,80,100,0,NA,0
S0058,CBSSA,2023-04-20,40,87.5,50,100,66.7,100,NA,33.3,83.3,0,88.9,100,33.3,66.7,100,50,0,50,100,NA
S0058,CBSSA,2023-05-25,100,66.7,75,100,66.7,100,100,100,100,66.7,60,50,0,80,50,100,80,75,0,50
S0058,CCSE,2024-01-20,50,40,100,0,40,50,100,NA,25,66.7,100,100,50,100,100,66.7,60,33.3,NA,50
S0058,CCSE,2024-05-01,100,NA,100,87.5,66.7,50,75,100,33.3,100,0,100,100,66.7,100,NA,50,0,50,100
S0058,CCSSA,2024-06-01,100,100,100,50,50,100,50,50,66.7,100,100,33.3,50,100,66.7,80,66.7,100,50,75
S0058,CCSSA,2024-06-25,100,100,50,0,50,100,50,50,100,0,NA,83.3,100,100,75,100,57.1,100,60,100
S0058,Family Medicine,2023-08-15,0,100,85.7,50,0,66.7,66.7,80,NA,50,66.7,85.7,0,100,80,100,0,100,80,75
S0058,Internal Medicine,2023-10-10,60,50,80,100,50,50,33.3,100,0,0,50,85.7,66.7,33.3,40,66.7,60,100,100,60
S0058,ObGyn,2024-03-20,50,0,66.7,60,100,100,60,33.3,0,100,0,50,66.7,33.3,75,66.7,100,60,100,NA
S0058,Surgery,2024-01-10,50,100,60,50,100,100,33.3,60,100,75,50,0,33.3,40,50,100,66.7,100,100,33.3
S0059,CAS Proctored,2023-11-15,33.3,0,66.7,100,66.7,100,100,50,66.7,100,100,100,0,42.9,50,100,50,100,100,66.7
S0059,CAS Proctored,2024-03-15,100,0,75,100,100,100,50,50,50,50,66.7,66.7,100,100,NA,75,50,25,75,40
S0059,CBSE,2022-10-15,100,75,66.7,100,100,80,0,100,33.3,100,100,50,40,NA,66.7,50,NA,100,100,75
S0059,CBSE,2023-02-10,100,100,100,100,NA,100,0,50,33.3,50,40,NA,100,50,75,50,100,100,100,20
S0059,CBSSA,2023-04-20,100,50,50,20,100,50,75,80,50,NA,100,100,NA,50,33.3,75,66.7,100,33.3,100
S0059,CBSSA,2023-05-25,NA,33.3,75,50,100,100,100,50,0,100,75,NA,20,60,100,60,66.7,75,40,33.3
S0059,CCSE,2024-01-20,100,0,25,60,100,66.7,60,NA,66.7,NA,50,100,0,60,50,0,75,33.3,100,50
S0059,CCSE,2024-05-01,60,100,66.7,0,0,100,50,50,50,0,0,75,100,33.3,60,100,60,80,50,50
S0059,CCSSA,2024-06-01,75,100,NA,50,NA,75,100,0,100,66.7,40,50,50,80,100,100,0,100,66.7,66.7
S0059,CCSSA,2024-06-25,50,100,80,33.3,100,NA,33.3,50,50,80,0,66.7,100,0,100,33.3,33.3,50,100,80
S0059,Family Medicine,2023-08-15,66.7,NA,33.3,0,0,0,50,33.3,0,75,100,71.4,NA,100,0,66.7,25,40,0,50
S0059,Internal Medicine,2023-10-10,50,100,0,50,100,80,66.7,50,20,0,100,66.7,50,66.7,83.3,60,50,100,0,66.7
S0059,ObGyn,2024-03-20,33.3,NA,0,50,66.7,66.7,100,100,100,75,0,33.3,0,100,33.3,33.3,50,100,0,30
S0059,Surgery,2024-01-10,50,50,66.7,100,100,66.7,80,50,66.7,100,66.7,0,50,100,25,50,50,75,100,66.7
S0060,CAS Proctored,2023-11-15,0,50,66.7,75,50,100,100,50,50,0,50,100,50,50,100,75,0,50,33.3,66.7
S0060,CAS Proctored,2024-03-15,80,0,NA,50,75,20,0,40,100,50,50,100,66.7,100,40,100,100,100,40,66.7
S0060,CBSE,2022-10-15,50,66.7,50,20,100,33.3,100,100,0,100,75,50,75,0,75,75,0,100,0,100
S0060,CBSE,2023-02-10,66.7,50,33.3,66.7,50,66.7,66.7,100,66.7,100,50,50,33.3,66.7,100,33.3,66.7,33.3,75,0
S0060,CBSSA,2023-04-20,50,60,66.7,100,33.3,40,66.7,50,100,50,100,50,50,0,100,75,0,75,50,85.7
S0060,CBSSA,2023-05-25,66.7,83.3,100,100,0,100,33.3,60,50,66.7,75,NA,50,100,80,75,100,100,100,50
S0060,CCSE,2024-01-20,33.3,100,100,66.7,50,80,100,0,50,80,100,33.3,75,66.7,0,25,66.7,NA,0,50
S0060,CCSE,2024-05-01,0,33.3,75,50,NA,100,66.7,50,100,100,100,66.7,0,66.7,66.7,NA,75,100,75,100
S0060,CCSSA,2024-06-01,60,50,100,100,100,0,100,50,75,33.3,66.7,0,40,75,60,0,33.3,NA,100,50
S0060,CCSSA,2024-06-25,0,100,60,100,100,50,50,75,60,100,80,75,25,100,100,NA,50,100,100,50
S0060,Family Medicine,2023-08-15,50,66.7,80,50,66.7,100,100,60,100,50,100,0,100,0,60,66.7,50,33.3,66.7,50
S0060,Internal Medicine,2023-10-10,NA,66.7,60,33.3,0,0,71.4,75,50,100,33.3,33.3,NA,NA,100,100,33.3,85.7,33.3,NA
S0060,ObGyn,2024-03-20,66.7,0,50,60,100,0,100,NA,50,100,100,50,0,71.4,80,100,100,25,50,75
S0060,Surgery,2024-01-10,100,33.3,40,60,50,100,50,100,57.1,100,33.3,100,75,100,0,75,33.3,50,50,25
S0061,CAS Proctored,2023-11-15,66.7,80,100,NA,66.7,40,75,80,100,100,50,50,66.7,NA,75,60,100,0,66.7,100
S0061,CAS Proctored,2024-03-15,100,80,33.3,100,100,0,66.7,57.1,100,71.4,50,50,16.7,100,20,NA,100,50,100,100
S0061,CBSE,2022-10-15,100,50,50,80,75,100,0,100,100,80,66.7,100,100,33.3,33.3,100,0,100,100,66.7
S0061,CBSE,2023-02-10,100,50,60,0,100,100,75,100,33.3,100,100,40,0,60,33.3,100,50,100,75,100
S0061,CBSSA,2023-04-20,50,75,75,42.9,100,0,66.7,0,100,100,66.7,100,100,66.7,100,33.3,66.7,0,100,50
S0061,CBSSA,2023-05-25,100,100,66.7,NA,66.7,NA,50,50,33.3,100,100,100,100,66.7,66.7,66.7,100,33.3,75,25
S0061,CCSE,2024-01-20,100,100,50,40,NA,66.7,0,33.3,50,50,75,100,100,100,100,100,83.3,100,66.7,100
S0061,CCSE,2024-05-01,100,100,100,100,66.7,100,71.4,100,NA,66.7,0,16.7,60,50,33.3,100,100,100,33.3,25
S0061,CCSSA,2024-06-01,66.7,50,66.7,100,100,57.1,40,50,100,75,0,66.7,100,100,66.7,0,0,100,83.3,50
S0061,CCSSA,2024-06-25,100,66.7,50,66.7,66.7,100,100,50,100,60,0,100,100,33.3,NA,60,33.3,33.3,57.1,50
S0061,Family Medicine,2023-08-15,75,80,100,100,75,75,100,100,100,50,66.7,100,100,100,0,0,40,50,100,33.3
S0061,Internal Medicine,2023-10-10,100,40,100,33.3,66.7,100,0,100,66.7,100,50,57.1,33.3,100,100,100,100,100,66.7,100
S0061,ObGyn,2024-03-20,50,66.7,100,100,100,100,50,50,50,66.7,100,71.4,50,33.3,40,0,66.7,60,0,NA
S0061,Surgery,2024-01-10,NA,100,80,NA,25,33.3,100,NA,66.7,75,50,57.1,66.7,75,0,0,0,80,60,100
S0062,CAS Proctored,2023-11-15,50,100,80,33.3,0,75,33.3,0,100,80,50,80,75,0,100,75,50,33.3,0,50
S0062,CAS Proctored,2024-03-15,100,75,33.3,66.7,66.7,75,100,100,50,0,50,100,75,NA,50,100,33.3,66.7,80,50
S0062,CBSE,2022-10-15,77.8,66.7,66.7,100,80,0,100,25,66.7,100,75,100,100,75,50,33.3,100,100,50,100
S0062,CBSE,2023-02-10,0,75,100,66.7,50,NA,0,100,100,33.3,0,100,66.7,66.7,40,66.7,50,66.7,0,0
S0062,CBSSA,2023-04-20,50,100,100,100,100,100,33.3,100,0,75,60,100,33.3,83.3,100,66.7,0,100,33.3,42.9
S0062,CBSSA,2023-05-25,100,83.3,100,100,66.7,33.3,66.7,50,50,50,0,0,25,NA,NA,100,25,66.7,80,60
S0062,CCSE,2024-01-20,100,0,80,0,NA,50,100,100,0,83.3,0,100,83.3,66.7,80,50,100,0,75,25
S0062,CCSE,2024-05-01,50,50,50,100,100,100,50,50,0,100,50,75,0,0,100,80,33.3,100,40,66.7
S0062,CCSSA,2024-06-01,100,100,100,66.7,66.7,66.7,NA,50,100,66.7,100,66.7,66.7,100,0,80,100,33.3,0,75
S0062,CCSSA,2024-06-25,50,100,100,100,0,66.7,100,100,66.7,33.3,20,100,83.3,66.7,0,100,50,25,100,100
S0062,Family Medicine,2023-08-15,100,50,100,100,66.7,83.3,60,50,0,75,66.7,50,66.7,100,75,66.7,NA,100,100,100
S0062,Internal Medicine,2023-10-10,66.7,0,50,66.7,33.3,60,33.3,75,100,100,100,66.7,80,60,50,NA,0,100,80,50
S0062,ObGyn,2024-03-20,66.7,100,100,0,50,60,100,0,0,85.7,100,100,NA,33.3,100,0,100,66.7,0,50
S0062,Surgery,2024-01-10,50,100,100,50,100,0,NA,40,100,100,100,100,33.3,100,66.7,50,33.3,100,75,83.3
S0063,CAS Proctored,2023-11-15,100,60,75,75,100,50,50,25,100,50,100,100,0,71.4,NA,60,0,100,25,100
S0063,CAS Proctored,2024-03-15,100,33.3,100,75,75,33.3,75,50,NA,100,0,100,33.3,75,100,0,75,60,0,83.3
S0063,CBSE,2022-10-15,25,66.7,100,100,100,57.1,33.3,100,75,50,75,66.7,57.1,50,0,50,100,100,100,50
S0063,CBSE,2023-02-10,50,0,0,100,100,66.7,100,0,NA,0,0,25,66.7,100,100,75,100,66.7,100,50
S0063,CBSSA,2023-04-20,75,57.1,50,66.7,100,100,66.7,0,100,100,50,50,25,NA,66.7,66.7,50,100,33.3,0
S0063,CBSSA,2023-05-25,66.7,50,60,0,66.7,60,20,66.7,75,100,100,50,75,100,66.7,0,33.3,50,50,NA
S0063,CCSE,2024-01-20,100,60,100,0,60,100,100,33.3,66.7,40,100,0,66.7,33.3,40,66.7,100,0,100,75
S0063,CCSE,2024-05-01,66.7,60,0,50,71.4,0,50,66.7,100,100,100,20,100,100,50,50,50,100,50,100
S0063,CCSSA,2024-06-01,50,100,100,0,75,50,0,50,100,50,100,100,66.7,80,71.4,75,50,0,100,50
